Title,Storyline
Merry Christmas,Two strangers meet on a fateful Christmas Eve. A night of delirious romance turns into a nightmare. Revealing anything more would be a crime.
Mesken (Messuage),"Famous actor Yakup meets Russian Melanie. They go to a mountain house together. In 1991, a fire broke out in that house and Jacob built a new one years later. Everything starts in that deserted house with the secret of ""Lorem Ipsum Dolor""."
Messpsycho Evil,In city has virus spread out around name is Pooh Virus citizen they're infected this virus whoever get this virus will be Winbie now Waylon Scott Johnson (Ro Porse) new comer police he come to this city for first time
Mezhdu nami,"Talented but failed playwright Mitya discovers uninvited guests in his apartment - wayward 13-year-old Nika and her older sister, actress Dasha. Trying to evict the new tenants, Mitya realizes that he has become a ghost, and Nika is the only one who sees him. Will he be able to fulfill his idea, return to life and find his love?"
Mi an Xun Xiong,N/A
Mid West,"A man wakes up in a field with no knowledge or memory of who he is. He must set out on the greatest journey of his life, to literally find himself."
Midnight Express,"Two years after his friend's disappearance, a young man returns to his hometown to solve the mystery, entering a psychedelic world of dreams and lost childhood."
Midnight Taxi,"Night shift cab driver Eddie Carter wakes up next to a dead woman. Suffering from sleepwalking, he investigates to find the killer, exploring London's seedy underbelly, fearing he might be the culprit."
Midnight at the Limbo Lounge,N/A
Miller,N/A
Mion,"Their world through words. Orfeas searches for them to express himself. Chrysa uses them to communicate. Eirini collects, weaves, and entangles with them, seeking to define love. Kostis transforms them into a performance. A stranger makes them disappear. Uncontrollable situations and questions occur."
Miss PJ,A young lady on a National Youth Service assignment becomes the saviour of a little town at the mercy of a mysterious killer.
Missing Child Videotape,"A videotape arrives from Keita's mother, unveiling his brother's disappearance. Haunted by this memory, Keita ventures to the ruins of a mysterious mountain to confront the incident."
Misteri Bilik Korek Api,"After discovering a chamber filled with toys and stacks of matchboxes in the orphanage they recently moved into, Dina and the other orphans continue to experience supernatural disturbances in the house. In addition, the arrival of Luna, a new orphan who is no less mysterious than the orphanage they just moved into."
Mononoke the Movie: The Phantom in the Rain,"A deadly and mysterious master of the occult travels across feudal Japan, seeking malevolent spirits called Mononoke to slay. He must uncover their Form, Truth, and Reason to wield the mighty Exorcism Sword against them."
Monster Summer,"When a mysterious force begins to disrupt their big summer fun, a group of friends team up with a retired police detective to embark on an adventure to save their island."
Morena,"A girl named Anya and her boyfriend Yurko come to visit Anya's parents in a small mountain village, where they encounter a young witch Ivanka, whom the people call Morena. Ivanka liked Yurko, and at night on Ivana Kupala, during the celebration, the witch makes Anya to associate herself with her with mystical ties for the sake of Yurko's life. The next morning Anya notices that her boyfriend acts absolutely differently. One night Anya finds Yurko in the witch's embraces. When she returns home in tears, Anya is being supported by her girlfriends. Unofficial war with Morena (Ivanka) begins. During one of the clashes, Ivanka tries to kill Anya, but she falls from the bridge and dies. From that day, horrors and mysticism begin. Ivanka's father gets crazy because of a grief and wants a revenge for the death of his daughter. At first, one friend of Anya disappears, she eventually finds her with a torn throat in the abandoned cemetery, and then the killings of other girlfriends help her in confrontation with Morena. Anya is confident that this is the case of Ivanka's father, but the truth is even more terrible. Yurko witnesses the brutal murder and the murderer is his beloved Anya, who bare hands to loosen up two adult armed cops who watched her after the death of Ivanka. In the morning, Anya does not remember anything done. It turns out that the soul of witch Ivanka controls the body of Anya at night . Yurko and Anya have to cut off this connection, destroying the soul and body of the witch. Will they be able to do this if everyone is against them?"
Mother's Kingdom,A mystery thriller about a mother who is losing her memory and her son who is gaining his lost memories back.
Mountain Guardians,N/A
Moyurakkhi,N/A
Mr. K,"After spending the night in a remote hotel, Mr. K is stuck in a claustrophobic nightmare when he discovers that he can't leave the building."
Mr. Stones,"Jimmy Stones had it all-money, power, and a reputation in the black market crypto world. But when a dangerous alliance with the ruthless Shark pulls him deeper into a life of crime, his world begins to unravel. Torn between the love of a beautiful woman, Crystal, and the tough, calculating Queen, Jimmy faces betrayal, moral dilemmas, and painful memories. As his empire grows, so do the consequences. Jimmy's journey is one of redemption, survival, and realizing that some choices may cost more than he ever imagined."
"Munaa, the legend (Part1)","Experience the rich tapestry of Assamese culture as manob navigates his new life, blending traditional beliefs with the modern challenges of hostel living."
Murder Mubarak,"During a murder investigation, a non-traditional police officer turns a spotlight on an array of suspects. He steps into their world as an outsider, only to find there is so much more than what meets the eye."
Murder and Cocktails,"When a neighbor on their floor is murdered, married couple Nick and Lana host cocktail parties in their apartment in an attempt to discover which of their neighbors pulled the trigger."
Murder at Rough Point,"A man is found murdered on the beach and a police detective at the end of his career is assigned to investigate. Arriving at the scene of the crime he learns this is no ordinary murder. The victim is a wealthy real estate developer and the list of people who wanted him dead is endless. The detective is caught up in a web of deceit as he confronts ex-wives, an unscrupulous attorney, and a young widow, all who had reasons to hate the deceased."
Muroi Shinji: Yaburezaru Mono,"After quitting his job as a police officer, Shinji Muroi settles into a peaceful countryside life with two young boys. However, with the arrival of a mysterious girl, a dead body which presumably murdered, is also been discovered."
My Husband Hired a Hitman,"When a greedy husband seeks a hitman to murder his wife and get her money, she will stop at nothing to fight back and seek revenge."
Mystery Creek,"In Mystery Creek, things aren't what they seem. This small town holds a lot of big secrets."
Mystic Odyssey,"Salman, a curious teenager, accidentally ventures into a parallel world filled with wonders and perils. To save both realms, he must unlock hidden powers, face formidable foes, and navigate the echoes of his own fears"
Nasibpura,N/A
Nature Cat's Nature Movie Special Extraordinaire,"Nature Cat and his pals realize they've come to the end of their Nature Curiosity List. Meanwhile, Sir. Galahad gives himself the title of King and moves into a barren castle and steals pieces of nature to make his castle look more beautiful."
Nayan Rahasya,Centered around a young boy with exceptional numerical abilities who disappears.
Next to Us,"Former classmates were planned to participate in reality show, but on the road to location were attacked by a group of terrorists and left in the wilderness in a completely unknown and mysterious area."
Nico,A veteran detective risks his life and career to investigate the brutal murder of a teenage boy from his past. The investigation leads the detective down a winding path of twists and turns only for him to discover a disturbing truth.
Night Demon,"Harry and Charlie, seeking to escape a painful past, retreat to a secluded cabin deep in the woods, hoping to find peace and a fresh start. However, their getaway soon turns into a nightmare as they begin to experience unsettling visions and supernatural occurrences. As the spirits of the forest make their presence known, the pair uncovers a dark secret tied inexplicably to their own lives. Struggling to distinguish reality from illusion, they must confront their past and the forces haunting them before it's too late."
Night Swim,"A family moves into a new home, unaware that a dark secret from the house's past will unleash a malevolent force in the backyard pool."
Nosce Te Ipsum Part Four,N/A
Nosferatu,"A gothic tale of obsession between a haunted young woman and the terrifying vampire infatuated with her, causing untold horror in its wake."
Not One and Not Two,"Young-mok cuts off all of his relationships and persists in Seon(Zen) practice to achieve enlightenment. Then one day, he begins to see things."
Not Your Average Family,"After their father's sudden passing, a family copes with various events and unexpected challenges as they realize the dead body is missing."
O Clube das Mulheres de Negócios,A renowned photographer and an inexperienced journalist visit a decadent high society country club in São Paulo where gender stereotypes are reversed for interviews but trouble ensues after three lions escape their cages.
Octopus with Broken Arms,"The wealthy businessman Zheng Bingrui invited his daughter Tingting's teacher Li Huiping and classmates' parents to a party at home. Unexpectedly, Tingting was kidnapped. Police officer Zhang Jingxian led the team to investigate."
Odile: Opening before Christmas,N/A
Okhota na russkogo geniya,"In one of the ordinary Moscow schools, a gifted chemistry teacher, Igor Sarochkin, works honestly. As a result of several years of hard work, he manages to invent a unique substance, thanks to which it is possible to determine the fate of a person and his innate inclinations towards noble deeds or criminal acts. American intelligence services send to the scientist his former classmate Vorofeev, who has lived in the United States for a long time and works for the CIA. The traitor manages to steal a sample of the substance from Sarochkin's laboratory. However, no one will be able to use the sample without the secret formula that the chemist keeps in his head. To protect the brilliant scientist and give him the opportunity to implement his project, the FSB general develops a cunning plan. FSB Major Darya Timofeeva will have to get closer to Igor, using the legend of the scientist's first love, whom he has not seen for seventeen years."
Once Passed On,A young man conducting a research project on a local urban legend comes face to face with a force he is unable to control.
Once Upon a Time in China,N/A
Orion and the Dark,"A boy with an active imagination faces his fears on an unforgettable journey through the night with his new friend: a giant, smiling creature named Dark."
Oro Negro,"Ramiro meets Damián again after years without seeing each other. Damián always has some shady business going on. This time he wants to go in a search of a certain treasure hidden in an abandoned convent. Lara, Ramiro's girlfriend, doesn't trust Damián and decides to accompany them. What they don't know is that taking that thing from there could unleash a course that will haunt them forever, unless they return it just as they found it."
Oshi no Ko: The Final Act,"Goro is a gynecologist and idol fan who's in shock after his favorite star, Ai, announces an impromptu hiatus. Little does Goro realize that he's about to forge a bond with her that defies all common sense!. Lies are an idol's weapon!."
Outbreak,"A Psychological Thriller about a state park ranger husband and his wife struggling to come to terms with their missing teenage son while dealing with a local mystery that questions their relationship and in the end, their grip on reality."
Paddington in Peru,"Paddington returns to Peru to visit his beloved Aunt Lucy, who now resides at the Home for Retired Bears. With the Brown family in tow, a thrilling adventure ensues when a mystery plunges them into an unexpected journey."
Painted Smile,"The coach at the local private school is all alone in the building, as he shuts down the facilities for the weekend."
Paranoia,"Lulu ends up in the hospital, and sees a girl crying for help. When Lulu awakes, the girl is gone. But from here everything changes in Lulu's life. It's like someone or something is following her."
Paranormal Encounters at the Miami YMCA,"A team of experts investigates the Miami Mercantile YMCA, where numerous visitors have reported seeing shadowy figures and hearing unexplained whistling in some areas of the building."
Partners,Five fake bank workers attempt to take a large quantity of gold from a Don without leaving a trace.
Passages of Nexus,An off the wall horror anthology of a detective on a hunt for a sadistic and crazed killer who targets web based formats. In a cat and mouse chase of horror that'll get under your skin
Pedro Páramo,"Follows a dusty road to a town of death. Time shifts from one consciousness to another in a hypnotic flow of dreams, desires and memories, a world of ghosts dominated by the figure of Pedro Páramo, lover, overlord, murderer."
Pemburu Saka,"Zack, a millionaire's son experiences the tragedy of losing his parents due to black magic sent by irresponsible parties. This incident drives Zack to study Islamic medicine and establish a team to combat superstitious practices throughout Malaysia. However, Zack's efforts become difficult when his lover disagrees with Zack's involvement in the mystical world."
Perewangan,"A girl named Maya who is terrorized by various unusual things. Ironically, Maya's father died. All this terrible terror occurred after Maya's mother fell ill."
Perfect Blue,"A pop singer gives up her career to become an actress, but she slowly goes insane when she starts being stalked by an obsessed fan and what seems to be a ghost of her past."
Perfumed with Mint,"Bahaa, a lovesick physician and his old friend Mahdy try to escape the ghosts of their past, running from one abandoned house to another as they are chased relentlessly by shadows."
Perpetuate the Beast,An American couple working in Indonesia go mountain biking only to have the wife go missing and the husband attacked by an unknown person. Suspicion is thrown towards the husband as a possible murderer.
Phantasm,"Following the departure of her friends, Mona battles with depression and seeks therapy, only to confront the resurfacing shadows of her troubled past."
Pharism: Prologue,"A few months before the events of Vergo (2021), Ryan Walker's downfall starts to begin as the strange things that led up to his killing of Clark start to creep up to the surface."
Phir Aayi Hasseen Dillruba,"While evading the cops in Agra, Rani and Rishu scheme to run away together. But when their plans go awry, Rani asks a mild-mannered admirer for help."
PinkCity: A Psychedelic Meditation,"An LSD trip delves deep into the heart of India and the human soul, as a Westerner journeys through foreign land searching for the woman he loves who got lost down the Ganges. A psychedelic experimental/narrative experience."
Piri Reis: The Incredible Chart,"In 1929, Diessmann, a German scholar, discovers an ancient map of a Kurdish Admiral, struggling to find out the map's secrets, and expose one of the biggest lies in history. The chart leads him to so many troubles during his Journey."
Pisara - Mystery Within Mystery,"In a remote area of Maharashtra, two courageous kids, Drishti and Aditya, defy the ominous rumors surrounding a mysterious house on a hill. The house is said to steal the childhood of any child who enters, yet the children venture inside, and emerge as adults. However, their newfound maturity is short-lived when they are attacked by a supposed ghost, revealing itself as a traumatized girl named Naina. The duo is unexpectedly tied to chairs, plunged into darkness, and introduced to Scienjo, a peculiar scientist and joker. Naina, haunted by childhood bullying, initially fears the grown-up Drishti and Aditya. But after the assurance of Scienjo that they have grown-up, she still remain hesitant but calms down. As Aditya and Drishti share their motive for entering the forbidden house, Scienjo scolds them for ignoring warnings. He explains the consequences of their actions and urges them to leave. Unbeknownst to them, Scienjo and Naina share a deep connection, with Scienjo acting as Naina's guardian since her parents' demise. Aditya and Drishti return with their own struggles, disclosing their lack of knowledge about the outer world. However, the revelation of a peculiar meteor effect that turns children into adults, leaving their mental state unchanged, sheds light on their predicament. Scienjo, adamant about protecting Naina, insists they leave. Yet, Naina's compassion prevails, and she allows them to stay temporarily. The revelation that Aditya and Drishti were adults all along complicates their plan to steal a rumored rock from under the house. However, the biggest twist surfaces when it's revealed that there is no mystical rock. Scienjo, masquerading as a caretaker, orchestrates a sinister plot involving the disappearance of children and their transformation into adults to facilitate a child trafficking ring. Naina, discovering Scienjo's true nature, confronts him in a battle of wits, ultimately exposing the dark operation and liberating the captive children. As Naina breaks free from her childhood trauma and exposes Scienjo's heinous activities, there is another mystery which is yet to be unfold as Naina gets to know about Scienjo's past and his true self."
Pogumidam Vegu Thooramillai,Revolves around a unique story of transporting a body due to financial issues and the problems entrailed when humanitarian concerns dominate selfishness.
Pop the Pickel,"A mild mannered accountant with everything to lose and a failed actor conspire to commit the perfect murder by inviting their archenemy named Pickel to a weekend retreat in the countryside of New England. It sets into motion mind games between the three men; with their own agendas, which will have deadly consciences."
Portraits,"'Portraits' is a modern day adaptation of Carmilla, a female vampire story, that takes place in present day Los Angeles against a backdrop of Burlesque and Victorian death photography."
Prasanna Vadanam,"Centers on a man with prosopagnosia who struggles to recognize faces. When caught up in a crime scene, his condition becomes an extraordinary investigative tool."
Pride,"Story of A Girl Nandini who dreamed of becoming a doctor since childhood.She left no stone unturned to fulfill this dream. Always topper in school..Nandini got very good rank in medical entrance.But she could not get admission in any government college. Nandini is depressed and now she does not feel like anywhere.Her Friend Aditya gets admission in Law College and they both get separated. One day Nandini meets M.L.A Veer Partap and shouts at him in the midst of the crowd that so much effort, so much reading and writing is useless. Even after getting a good rank, she could not get admission and now he will have to get her admission done anywhere. Veer Partap's ego is hurt. Nandini gets admission in a Pvt Medical College by the influence of Veerpartap ,For this help Veerpartap wants to make physical relations with Nandini. When he tries to forcefully with Nandini, She spits on his face and runs away.In the night Four masked men enter her house kill her parents and took her at Veerpartap House.VeerPartap again tries Forcefully with her but she runs away. the goons of Veerpartap try to kill her but Williams saves her and took her to his house. Williams runs a NGO which helps the destitute girls to be established. William takes great care of her. Goons of Veerpartap tell Veerpartap that nandini has died. By the help of Williams Nandini goes to Germany for medical studies.. She has become a very famous doctor.After 15 years, on the request of Dr. Gupta, she comes to India again to perform the surgery of Health Minister Veer Partap.But during the surgery, she faints. Veer Partap dies. Investigation starts.The police get a call that Veer Partap must have died in the midst of surgery but it was a preplanned murder.Police investigates and Dr. Gupta, Nandini and the team of other doctors are accused of Veerpartap's murder.JudgeAditya is shocked to see Nandini alive in the court. The case goes on.The night before the surgery, a man named Anant gives Gupta a bag full of money, the video of which is caught by the police.But Gupta says that he has taken a bribe for some admissions in Medical colleges. and this money has no link with the case.The police could not prove anything else, Gupta is sentenced to 10 years in the bribery case and everyone else is proved innocent.Case gets closed. The police again get a call from the same man, saying that the murderer is very clever. The police are shocked.The combination of present and past plays in the story. Doctor Nandini, Dr gupta , PA ramnath ,Veer Partap's young wife and her mysterious boy friend, Maskman who calls the police, and Williams are under suspicion. The Suspense opens in the end"
Problematic Intentions,"Murder and mystery have always haunted the little town of Tigerville, Louisiana. A few years ago, on homecoming night a tragedy struck the town and they swept it under the rug. When bodies start to pile up and some people's pasts come back to haunt them the truth will come out and they will have no choice but to answer to the devil. Relationships will be tested as everyone is a suspect and no one is clean."
Psycho Holibaaz,"Bhaskar, A Boy Who Killed His Own Father And His Whole Family And Surrendered Himself To the Police. Bhaskar A 19 Year Old Boy Who Killed His Won Family Members As He was very much Tortured By them. During Investigation It Was Also Found That He Has Some Family Enemy Who Are trying To Kill Him Because Of His Grandfather's Property. But To Save His Life He Had kill His Own Family. Why..??? Is He A Murderer Or A Psycho.....Watch Till End To Know About Him."
Qianhe xiansheng,N/A
Rajwant,"Jagdeep, a soldier, meets mysterious Rajwant at a desolate station amid a wave of murders targeting newlywed men. Offering her shelter, secrets unravel, blurring love and danger in this gripping, suspenseful tale."
Rakshana,"ACP Kiran goes beyond the set of rules and heeds her gut only to realize the system doesn't take her instincts seriously. Notwithstanding the rules she walks into complex and intriguing situations,finding unusual answers to usual questions"
Raktaksha,"Rohit is entangled in a series of murders involving women he knew, disturbing him. After a confrontation where he kills Shetty, Rohit is the suspect, unveiling surprising truths about the murders' origins and his own role in the mystery."
Ramuvinte Manaivikal,"Ramuvinte Manaivikal is a Malayalam and Tamil drama set in a beautiful village on the Tamil Nadu-Kerala border. The story follows Malli, a bright Adivasi girl who dreams of becoming a doctor. Her life changes when she marries Ramu, who promises to support her ambitions. However, their relationship faces unexpected challenges after marriage. Malli's journey explores a love that defies societal norms while she pursues her dream. This heartfelt film combines stunning visuals with a compelling narrative about love and ambition."
Ranam Aram Thavarel,"After nurse's suspicious death, a crime writer gets embroiled in a web of serial killings tied to antagonistic forces."
Rangeet,"When Shiva enrolls at a Fine Arts college, it is all fun and games, until he is tormented by visions seen only by him, compelling him to chase shadows which could lead him to insanity or uncover a hidden horrific crime."
Raphael,A painter whose husband disappeared gets a magic silver-point pen that can make dreams come true - will it bring her husband back?
"Rapunzel, El Perro y El Brujo","El Perro, a kidnapped soldier, takes advantage of a confrontation between his captors and the paramilitaries to escape. In his escape, he takes refuge in the house of a peasant family that keeps a dark secret that he must solve to be free."
Rautu Ka Raaz,"After the mysterious death of a warden of Sevadham school, it is up to inspector Negi who suffers from PTSD to solve the high-profile investigation which leads him to disturbing facts."
Ready or Not (Dot),Amanda's old friend comes to visit and her perfect family is forced to face reality. Her husband Martin is frustrated with a new power dynamic in their home while her daughter Angel has to come to grips with the truth of an unknown tradition that must be exposed.
Real Estate Sisters,"Two struggling real estate agents unexpectedly acquire an exclusive mansion but discover a dead body, leading them on a chaotic journey to secure a life-changing deal while evading trouble."
Real Life Fiction,"An actor with an illustrious career decides to write, direct, and act in a film that will inevitably bring him closer to his own demise before revealing that his truth may actually be far from what he has become."
Red One,"After Santa Claus is kidnapped, the North Pole's Head of Security must team up with a notorious hacker in a globe-trotting, action-packed mission to save Christmas."
Reefer Monster Madness,Three intertwining tails of terror to get you higher than below.
Regina,"With the aftermath of another miscarriage and striving to salvage her fractured relationships, a woman is blindsided when her dormant alter ego resurfaces, threatening to unravel her fragile life and challenge her grip on reality."
Rem,"Miles is a good kid. Granted, as far as he's concerned, he's not a kid anymore. He's keeping up in school, just made second chair saxophonist in his school's prestigious marching band, and is up for a coveted spot in the Chicago Youth Jazz Quartet. Sprinkle in a girlfriend that's way too hot for him and parents who are way too strict but solid, and he could almost forget the insane dreams he keeps having - the thing, neither human nor nonhuman, that keeps popping up in his life and even worse in his dreams. Kris is everything Miles isn't - rough, raw, and assertive, with his heart set on a rap career. When Kris moves into Miles' neighborhood, the two form a deep brotherhood, bonding over their love for music, and turning themselves into a two-man rap group. Kris gives Miles permission to grow up, while Miles gives Kris permission to dream. And when their first song goes mini viral on Soundcloud, the two promise to see it to the top together. But Miles' dreams get consistently worse - now he can see the figure, and he demands Miles make an impossible choice - to choose between saving the life of his girlfriend or that of his new best friend, Kris. When Miles decides not to decide, Kris dies suddenly. But, in reality, Kris has been dead the entire time. While Miles relived his friendship with Kris, working through his grief and wrestling with his image of God, his family and friends played along with his hallucinations on recommendation of his doctor. Miles faces off with the monster of his dream one final time, and realizes the choice of who lives and who dies was never his to make, but only his to learn to live with."
Reptilians: Serpent Kings and Ancient Rulers,"Ancient serpent or lizard-like extraterrestrials are believed to have visited Earth thousands of years ago, significantly influencing the development of human civilization."
Reunion,"Snowbound at their high school reunion, former classmates uncover a murder and scramble to identify the killer among them before they're all iced out for good."
Revolver,"An ex-police officer embarks on a single-minded goal upon leaving jail, after serving a sentence for crimes committed under dubious circumstances."
Rippy,"Obsessed with living up to her dead father's legacy, a young sheriff finds her mettle tested when locals are found ripped to shreds."
Riptide,"A moody melodious gay romantic tragedy that boldly interweaves reality , fantasy and legend."
Rodnya,"Distant relatives showed up at the home of Kostya, an intelligent IT specialist from the capital. The Shmakov family. They hadn't seen each other for twenty years, hadn't even called each other. The Shmakovs came from the Urals to film a TV show about the country's talents, but lost their money and documents at the train station. Kostya lets his relatives spend the night in his luxurious country house, but time passes, and the Shmakovs have no intention of moving out. Kostya's ideal life is gradually falling apart, and he has to face his greatest fears in order to protect himself and his family."
Room 0,"After accidentally activating a mysterious box, a rookie criminal struggles to break free from a self-imposed time loop that keeps her trapped in a motel room. She also has to outsmart the gangsters she stole the device from."
Rukhwat,"When a group of Archaeology students travel to a heritage Museum, they are surprised to see an ancient Rukhwat amongst the idols and paintings. The Rukhwat stands out as an odd item and slowly the HE and SHE dolls in Rukhwat begin to cast spells on the visiting students. Are they good spells or evil spells? The group tries to delve deep into the mystery surrounding Rukhwat. The mystery deepens further when Amar and Mahima, the lead couple begin to hear the tinkling of bangles, ladies laughing and singing, and noises around the dolls. The strange happenings around the dolls make Amar and Mahima believe that the dolls are trying to communicate something to them for sure. Can they decipher their call and act on it?"
Ruki vverkh!,"On the eve of the big concert ""Ruki vverkh!"" An attempt is made on the life of the lead singer of the legendary group Sergey Zhukov. He manages to avoid the bullet, but what if this is not a miracle, but a cold calculation, and the shooter's goal is to intimidate the artist? Senior investigator Pavlov takes over the investigation, confident that the search for the criminal must be in Zhukov's past. He will have to uncover the mystery of the assassination attempt, remembering the history of the group and learning new facts from the musician's biography."
SMB-plush presents trick or death,N/A
Saint Clare,"In a small town a solitary woman is haunted by voices that lead her to assassinate ill intended people and get away with it, until her last kill sucks her down a rabbit hole riddled with corruption, trafficking and visions from the beyond."
Saka Perawan,"An 80-year-old grandmother has been bedridden for over a month and the doctors have no answer to the mystery of her illness, but there lurks an answer."
Sakura,"A female university student was stalked by a man and she was killed by that person. According to a scoop from a local newspaper, a police officer delayed processing a complaint from the victim and, instead, went on a trip. The prefectural police station is in turmoil because of the article and they try to find out who is the source of the leak. Meanwhile, Izumi Moriguchi works in the public relations and public appeals department for the prefectural police station. She is suspicious that her best friend, Reporter Chika Tsumura, broke a promise with her and used the information for the scoop. Howver, Chika denies the accusation and insists that she is innocent. One week later, Chika is found dead. Izumi is overcome with remorse and guilt, believing if she didn't suspect her friend then she wouldn't have been harmed. Izumi now begins to investigate who is responsible for Chika's death."
Salawahan,"Melaine can't get enough with the two men in her life. When a new man arrives, she gives in to temptation."
Sam and Colby: The Legends of the Paranormal,"Paranormal investigators Sam and Colby have hunted ghosts at the world's most iconic haunted locations. Now they set out to investigate a mysterious desert ranch famous for ghosts, UFOs, and terrifying monsters lurking in the dark."
Samhain,N/A
Sanak,A Mentally unstable lover Zaffar Minhas is obsessed with a popular actress Samaira khan and he tries to kill her near and dear people in order to get to her in the most horrifying and brutal way
Sanket,N/A
Sathaan,Satan is an investigation thriller. This movie called Satan is a story taken from some recent events in Kerala.
Satham Indri Mutham Tha,"A woman is hit by a car and rescued by a stranger. Suffering amnesia, he takes her in while police search for the missing wife at her husband's behest. Will her memory return before the relentless inspector cracks the mystery?"
Scarlet Blue,ALTER suffers from depression and schizophrenia. She consults a healer who practices mystical hypnosis and discovers that her mother is hiding a secret from her. The only breath of fresh air: a strange incandescent encounter...
Scopophobia,Four girls return home to a ghost town but find themselves being followed. By someone who knows what they did? Or just their guilty conscience? There's more to each girl than meets the eye.
Secret,"Secret promises to be a gripping tale that explores the science of omens (Nimitha Shasthram), psychological turmoil, and the strength of friendships."
Sendero de Sombras (Shadow Trail),N/A
Serpent's Path,A mysterious woman teams up with a man whose daughter was killed and who is now seeking revenge. Together they kidnap members of an organization and torture them to find out what really happened.
Shadows of Betrayal: Chronicles of Ian Blair,"Stranded in the hills outside Cypher City, Ian Blair fights to clear his name after being wrongfully accused of his wife's murder. Pursued by mercenaries and evading authorities, he uncovers a web of betrayal and corruption."
Shark Island,Beautiful models travel to a tropical island for a bikini photo shoot with a priceless necklace. But a killer is loose on this remote island and the only way out is through shark-infested waters.
She's Got No Name,"A bizarre case caused thousands of waves. There are different opinions on the truth. When the whole story of the case was gradually restored like pieces of a puzzle, people realized that the truth was not that important anymore."
Sheriff,"Sheriff and Nazri, police officers from different departments, team up to take down Tony, a ruthless drug kingpin running a methamphetamine syndicate responsible for numerous deaths, known as the Meth Killer."
Shri Swapankumarer Badami Hyenar Kobole,"Kolkata is at risk from Badami Hyena. Dipak Chatterjee, a forgotten detective created by Shri Swapankumar, faces a complex mission. Can he save the city and himself?"
Sikandar Ka Muqaddar,"After an unsolved diamond heist, a hard-nosed cop's pursuit of his key suspect turns into obsession, until they finally face each other and the truth."
"Silent Night, Bloody Night 3: Descent","When Angelica wakes from a coma in an asylum, she must rediscover who she is by confronting who she was. These walls hold numerous horrors she must battle, including a visitor who wants to see her home for the holidays...in a body bag."
Simbaa,"Environmental activist Purushottam Reddy, alias Simbaa, wages a battle against industrial pollution. Saving three lives sparks their gratitude journey, fueling a quest to bring justice against nature's adversaries."
Six jours,"A police officer who was unable to find the killer of a young girl 11 years earlier. When another child is kidnapped in the same way just days before the case is closed for good, he decides to reinvestigate the unresolved kidnapping."
Skincare,"Famed aesthetician Hope Goldman's skincare business faces sabotage when rival Angel Vergara opens a boutique across the street. Aided by friend Jordan, Hope seeks to uncover who's trying to ruin her reputation."
Sleeping Dogs,"An ex-homicide detective with memory loss is forced to solve a brutal murder, only to uncover chilling secrets from his forgotten past."
Slingshot,"An astronaut struggles to maintain his grip on reality aboard a possibly fatally compromised mission to Saturn's moon, Titan."
Smile 2,"About to embark on a world tour, global pop sensation Skye Riley begins experiencing increasingly terrifying and inexplicable events. Overwhelmed by the escalating horrors and the pressures of fame, Skye is forced to face her past."
Snow Valley,"A newly engaged couple's ski weekend goes horribly awry, when an unexpected guest arrives and the house's dark supernatural forces begin to rise."
So It Goes,"A young couple goes on a murderous road trip, leaving a trail of bodies, weapons, and chaos in their wake, all while exploring the depths of their twisted love in a dystopian world on the brink of apocalypse."
Soch - A perception,"In serene Arkee, Officer Priyanka Negi's investigation into social activist Shaila Awasthi's disappearance sparks a national uproar, but as communal tensions rise, one question lingers: is the true enemy within or beyond the village walls?"
Solvent,"While searching for Nazi documents in an Austrian farmhouse, a team of experts uncovers a hidden secret buried in its bowels. American expatriate Gunner S. Holbrook becomes obsessed with solving the mystery, and as his sanity wanes, he must confront an insatiable evil. Can he find redemption before it drains the life out of him?"
Some Deep-Fried Trouble,"Det. Marino Scarnadi, a former NYPD detective turned college security guard, teams up with a local college student to find his missing date. However, what they uncover is much bigger than they imagined, including a major kidnapping plot, with some unexpected, familiar ties."
Somebody,"Yeong Eun, a swimming instructor, lives alone with So Hyun, her 7-year-old daughter. So Hyun exhibits increasingly violent tendencies, which are spiraling out of control. 20 years later, new characters emerge: Min and Hae Yeong, who deal with cases of solitary deaths and live together. They each harbor their own personal hell. In that damp hell, the presence of the mother is ever-present."
Somewhere Confidential,Somewhere Confidential follows Detective Guthrie Hayward on a circuitous bender that leads him through the dregs of society and his only friends are his hop-head siblings and his dingo accountant. With dangerous people at every turn and an epic weed drought driving people to the brink of desperation he will do all he can to solve the case and get away clean.
Sookshma Darshini,"Manuel returns with his mother to their former home in a middle-class neighbourhood. Suspicious of his intentions, Priyadarshini and her friends begin gathering clues, convinced he may be hiding something sinister."
Soul Harvest,Emily must figure out how to save everyone she cares about. Before her past demons catch up and destroy her. Everything is not as it seems and no one is safe.
Spectre: Shadow Night,"Spectre and Sentinel along with their team are drawn into a game of murder and intrigue as they face off against The Poet. Will the team in their newfound peace pull through, or succumb to the darkness threatening to tear them apart"
Spiracy,A conspiracy-prone homeless guy tries to be friendly but finds himself meeting his biggest fear
Sragaal,"When a Professor tries to expose corrupts in collage, he realizes that the path of truth will only led towards suffering in this Kalyug era. Living a nostalgic life, feels lost and wants to find a path."
Strange Magick,N/A
Strangers,A disillusioned office worker finds freedom and a new sense of self after assuming her missing colleague's identity on a dating app.
Strictly Confidential,"A haunted young woman finds herself drawn into a world of seduction, duplicity and betrayal as she desperately tries to uncover the mystery surrounding her best friend's suicide."
